,Date,Tweets,Prices
13059,2015-09-16,Xperia Z5 Premium vs iPhone 6 Plus  Sonys Chance To Beat Apple httptcoab3O945g9k  SNE AAPL MilanoFinanza biggercapital classcnbc,29
13060,2015-09-19,BoardCentral Twitter Stock buzz AAPL SPY FB BTC GOOGL 0231 pm stocks finance stockmarket StockPicks httptcosicNeLrzAh,28.5
13061,2015-09-19,AAPL Apple Inc ExDiv Datehttptcoz39KPZAaP6AAPL RDUS SBIO OMN AAPL investing tradeideas,28.5
13062,2015-09-19,UNG News Updated Saturday September 19 2015 20717 PM SWET RHT KRE AAPL httptco33KqH6D7zZ,28.5
13063,2015-09-19,RT seeitmarket Apple Watch Fitbit And Fitness Tech The Next Big Thing httptcoTIEFYY9IhK by ATMcharts AAPL FIT httptcoXPt,28.5
13064,2015-09-19,       iOS 9   marcoarment  Peace  App Store httptco3Pz1nPr6kI AAPL,28.5
13065,2015-09-19,AAPL Will the iPhone 6s and 6s surpass last years orders iPhone6s iphone6splus aapl apple stocks daytradinghttptcoRL0ZjEe3MF,28.5
13066,2015-09-19,JNK SPDR Barclays High Yield Bond ETF Stock ForumhttptcovFoFhtvxd1JNK CAT AAPL AFL JNK share stock,28.5
13067,2015-09-19,WMT WalMart Stores Inc Market CaphttptcoEIP1igpmMwWMT AAPL GLD BHI WMT tradeideas invest,28.5
13068,2015-09-19,RT TyShrop Apple Watch heart monitor saves teens life  Cult of Mac AAPL httptcoKuUGHkoXOr,28.5
13069,2015-09-19,AAPL News Will Ad Blocking Be Googles Kryptonite AAPL APPLE GOOG GOOGL httptcoIFkgB66cm9  Analyze httptco6GtxeYO85j,28.5
13070,2015-09-19,AAPL Apple Inc 52Wk HighhttptcoNvsj6mDZm2AAPL TE CSTO NUGT AAPL nasdaq share,28.5
13071,2015-09-19,RT iMAGLive All Strangles And Options Calls Posted On httptcogTsBYouENR Working Out Very Well SPY AAPL FB BABA NKE HD BA IND,28.5
13072,2015-09-19,StockNerds the podcast is posted from this mornings show  heres all the long amp short setups  httptcot636nQi9POAAPL AMZN TSLA,28.5
13073,2015-09-19,AAPL releases ad blocker not sure what GOOG and FB are feeing like Tracking this until Q3 and Q4 results,28.5
13074,2015-09-20,RT rpOliveira  205 232EURUSD113  EURGBP073AAPL 1135 041  GOOGL 6609 160NASDAQ 4 httptcoXG5hVFJGig,28.5
13075,2015-09-20,AAPL Technical Analysis Video 9182015 httptco1SzNB1Rgi8,28.5
13076,2015-09-20,GPRO Another blast from the past  httptco3qKxK0akYP AAPL GILD GOOG GOOGL PCLN SPY Z QQQ NFLX GLD BABA AMBA TLT,28.5
13077,2015-09-20,AAPL Recent News Updated Sunday September 20 2015 015923 AM CRWG GILD AG DIA httptcokAPWUsZa5I,28.5
13078,2015-09-20,AAPL Apple Inc Company InfohttptcoEDIcfeaujNAAPL IDRA UWTI FXY AAPL stocks shareACAD Acadia Pharmaceuticals Inc,28.5
13079,2015-09-20,RT jeffhksar88 AAPL Watch sales are about to explode heres why  BGR httpstcod842yyu1OH httptcoXG5hVFJGig,28.5
13080,2015-09-20,AAPL Apple Inc Company InfohttptcotbHGvo99KEAAPL IDRA UWTI FXY AAPL stocks share httptcoXG5hVFJGig,28.5
13081,2015-09-20,AAPL  coming into the B leg ready for another decline soon  httpstcokV0z4I2tqI,28.5
13082,2015-09-20,What is it ahead for US Tech Giants Check what analyst have to say GOOG TWTR AAPL httptcoUD9cvP00kB  httptcoRBfA8LcTJ0,28.5
13083,2015-09-20,Nightmare scenario  A compromised toolchain Apples China Apps Hacked AAPL malware hacked fail  httptcoXG5hVFJGig,28.5
13084,2015-09-20,RDSH Market Vectors Russia ETF Trust Message Board Postshttptco7lBhsDc80aRDSH FNMA MCIC AAPL RDSH finance share,28.5
13085,2015-09-21,Top Tech Stocks Ride Choppy Market  httptconXkE9HOvzJ AAPL GOOG PCLN K,28
13086,2015-09-21,Apple Stock Price 11521 apple AAPL,28
13087,2015-09-21,RT SAI Theres a better way to use apps on your iPhone but Apple wont let you do it yet AAPL httptco0YRg3pszgn,28
13088,2015-09-21,Watching S Sprint today  fairly large short interest and in the newsT TMUS VZ SPY AAPL,28
13089,2015-09-21,Apple News app scores exclusive BIG content from Wired as iOS 9 hits 36 adoption in 3 days AAPL httptcoyJ26ygq2D7,28
13090,2015-09-21,Google Can Develop And Distribute Free Software To Block AdBlock Users httptco3MrKpBCkCr AAPL APPLE GOOGL GOOG,28
13091,2015-09-21,RT tradewithjoe FIVE MINUTE TRADEShttptcomoCrppUtwxIWM QQQ DIA SPY IBB TSLA AAPL FB TWTR NFLX PCLN GOOGL USO BIDU B,28
13092,2015-09-21,RT greensboronc Apple touts environmental upgrade of latest iPhones  The Denver Post httptcoJ97R2md4Oa Apple  AAPL httptco,28
13093,2015-09-21,Apples Upgrade Plan Subtly Drives Huge Volume httptcos6TaoUkdo5 AAPL,28
13094,2015-09-21,Goldmans ETF play AAPL httptcoC2MpBHgLQg,28
13095,2015-09-21,RT JustinPulitzer Weekend Review VIDEO 920 VIX FXI SPY IWM QQQ AAPL AMZN GOOGL FB TWTR JBLU NFLX TSLA AMBA GPRO MBLY htt,28
13096,2015-09-21,New USBC Batteries to Charge Retina MacBooks at Full Speed httptcoL2Riw6VToQ MacRumors AAPL httptcomkm7LerK58,28
13097,2015-09-21,AAPLs new advertising making the Watch look thinner than it actually is and thus less ugly   httpstco6x5V9aG6h1,28
13098,2015-09-21,RT businessinsider Apple may have revamped the iPad but its still not the future of computing AAPL httptcoTY6pvQNG2I,28
13099,2015-09-21,iPhone 6s amp iPhone 6s Plus Arrive on Friday September 25 AAPL httptcoxgHW6G2MRt,28
13100,2015-09-21,Great time in the room today GOOGL AMZN AAPL BABA NFLX GILD LNKD Always fun when every 1 winsTake a FREE TRIAL httptcoILWml7HBVr,28
13101,2015-09-21,AAPL FB TWTR GOOGLCMO Today News DigesthttptcoLwhW95AeW4 httptcoRBfA8LcTJ0,28
13102,2015-09-21,AAPL back above ichimoku cloud so i remain bullish technically httptcoRzioTeuBAT,28
13103,2015-09-21,AAPL News The iPad Mini 4 Can Rival The Nvidia Shield Tablet And Xiaomi MiPad httptcoRkCNqgbX6g  Analyze httpstcoso1wfPFOq6,28
13104,2015-09-21,OpenOutcrier TSLA getting hit hearing AAPL electric car talk,28
13105,2015-09-21,RT philstockworld Make or BREAK for the Nasdaq this Week QQQ AAPL AppleHack SPY Inventories GDP   httptcoXG5hVFJGig,28
13106,2015-09-21,Trade multiple systems 100000 virtual account 90 day trialStocktrading of GOOGL AAPL GS httptcotHgh00aJsf,28
13107,2015-09-21,RT WSJAsia Apple targeted as malware infects China mobile appshttptcoEdm78yRVge AAPL httptcoWNmziBE7ah,28
13108,2015-09-21,AAPL received a new alert Find out why at httptconZwqReM0tj stocks daytrading trading mkt  NYSE NASDAQ markets 169,28
13109,2015-09-21,highfivetimes AAPL Apple App Store suffers first big hack attack httptcofzmsMV0oDR,28
13110,2015-09-21,Tim Cook is blowing smoke up everyones a about the Apple Car AAPL httpstcowXGRoyXABx,28
13111,2015-09-21,RT moneymorning Apple Inc Nasdaq AAPL to build electric car for 2019 ship date,28
13112,2015-09-21,RT philstockworld Make or BREAK for the Nasdaq this Week QQQ AAPL AppleHack SPY Inventories GDP  httptcosxEf0mSHqA httpt,28
13113,2015-09-21,Free Video Understanding Single Stock Data Metrics httptcoUDZnwmD1oJ trading startups stock AAPL mone httptcoXG5hVFJGig,28
13114,2015-09-21,RT NFLX HFT Algos triggered SELL in SIGMAX CROSSFINDER ATS LX  0720 PT 9800 Quant MSFT FB GPRO AMZN FB GOOG TSLA AAPL QQQ,28
13115,2015-09-21,Pandoras Music Business is Proving to Be Very Resilient AAPL httptcor4cb3EGSsw,28
13116,2015-09-21,PCTrades its something that can happen but doesnt have to I hope your get your sell price  AAPL seems pissed though,28
13117,2015-09-21,PCTrades its something that can happen but doesnt have to I hope your get your sell price  AAPL seems pissed httptcoXG5hVFJGig,28
13118,2015-09-21,AAPL GoliathVette Almost therewe should close pretty high  Past GoliathVette httptcoCUfXQrae8V,28
13119,2015-09-21,What are the most popular hashtags to tweet httptcoEe13zn7VdU  AAPL GOOGL CVX MCK INTC HPQ  httptco6GtxeYO85j,28
13120,2015-09-21,RT WallStJesus AAPL OCT CALLS STARTING TO CATCH SOME HEAT,28
13121,2015-09-21,AlanAlsson AAPL WSJ Apple steps up electric car efforts aims for 2019 shipping date httptcolnh4xOFVZZ,28
13122,2015-09-21,AAPL  Apples China Apps Hacked httptco6gujoHhvt7,28
13123,2015-09-21,Tech Today Apples Car Red Hat on Tap GoPro FitBit Drop Sharply AAPL httptco2nsSobWsX4,28
13124,2015-09-21,Amazing Day in AwesomeCalls Another 10 Trading Ideas Laid out ALL in PreMarket Nail AAPL IMGN GPRO FIT QURE LULU CYBR AQXP ADHD,28
13125,2015-09-21,ESF is down 6 pointsHere is my outlook on the week ahead httpstcoL58mB9lRONSPY QQQ AAPL AMZN TSLA NFLX GOOGL VIX,28
13126,2015-09-21,RT neilcybart Todays AAPL emailJony Ives New Role at Apple Angela Ahrendtss Impact on ApplehttptcoaDAl5YO9fo httptcoo,28
13127,2015-09-21,RT luvstockoptions FB C GOOG AAPL Monday Morning Reads  Update from Option Millionaires  Stock Options Chatroom Stock futures h ,28
13128,2015-09-21,Apple AAPL Stock Advances Cleaning App Store After Malware Attack httptcotvoF0pefB6,28
13129,2015-09-21,Hon Hai the point of Sharp AAPL httptcoSJbmNWAg9C,28
13130,2015-09-21,Can you heat a cup of water in the microwave Then you can learn to trade AAPL for free  httptcoXG5hVFJGig,28
13131,2015-09-21,AAPL GOOGL GOOG Apple adblocking software fears hit on Google stock could be overdone httptcoRfp5cpmYiM,28
13132,2015-09-21,RT CrazyTrades AAPL         ,28
13133,2015-09-21,Declining smartphone maker HTC booted from blue chip index AAPL httptcoS6DviHMrfm httptcoqaLUVaCWnl httptcoCdZQEFJFU0,28
13134,2015-09-22,PortfolioBuzz CityFALCON score gives top rated news for FREE bigdata AAPL TSLA httptcoPGY4daGQ2z  httptcoXG5hVFJGig,28
13135,2015-09-22,RT philstockworld Prophetic Make or Break for the Nasdaq  QQQ AAPL AppleHack SPY Inventories GDP  httptcoiKRmA8m63I http,28
13136,2015-09-22,Watchhimtrade Covered AAPL 115 weekly naked call  063 today from 105 probably expires worthless but why stress Ill take the 40,28
13137,2015-09-22,10 Dow Jones Heavyweights Breaking Down AXP AAPL MRK UTX GS  httptcoH9jdOb14Zg httptcoUccgMiTB1X,28
13138,2015-09-22,AAPL mirrors the technicals of QQQ internal reading 75 bearish cash building,28
13139,2015-09-22,QIHU the only one seen green today on a 3 digit Dow drop AAPL FB TWTR,28
13140,2015-09-22,AAPL buyback program will be kick in 1 2 3 lift off to 11759 lol httptcoXG5hVFJGig,28
13141,2015-09-22,GoPro Is Not The Next BlackBerry httptcolFbxTvkT66 httptcoJlYeulNmT2 stocks trading investing FB AAPL,28
13142,2015-09-22,FIVE MINUTE TRADEShttptcoUHdIDydkNfIWM QQQ DIA SPY IBB TSLA AAPL FB TWTR NFLX PCLN GOOGL USO httptcoIFXe4VLiF2,28
13143,2015-09-22,Heres Mashables iPhone 6S Plus review Via mashable AAPL onmashto1NJlAlo httptcoBS9emT2AgJ,28
13144,2015-09-22,Apple iPad Mini 4 Deserves To Be In Spotlight Heres Why httptcok22VShZSLA AAPL httptco2tkmopeh5E,28
13145,2015-09-22,Put Flasr on your radar for tomorrow Here comes the break out according to the chart CBIS ACOL AAPL pinkshee httptcoXG5hVFJGig,28
13146,2015-09-22,SSNLF AAPL GOOG GOOGL Samsung pay set for launch amid intense competition httptcoAOMvDaW2Bs,28
13147,2015-09-22,Apples Buy Rating Reiterated at FBR amp Co AAPL httptcoK1QuGiwNxS,28
13148,2015-09-22,So tell me why VWs crash directly due to bad actors causes AAPL the worlds best co with a PE of 13 to be sold off YouAreAllDumb,28
13149,2015-09-22,SPY moon phase theory 626 full September 27 Lunar eclipse The madness starts today AAPL NFLX TSLA UVXY httptconNxtb8xyQl,28
13150,2015-09-22,The Future Of Oil Electric Cars Have Reached The Point Of No Return With Tesla Gigafactory httptcos6AQHz4WTx TSLA AAPL,28
13151,2015-09-22,LNPServices Apple removes 344 infected apps from the AppStore  httptcov8GS5m7Sy8  AAPL Security Te httptcoXG5hVFJGig,28
13152,2015-09-22,How fast AAPL brings an EV car to market may depend on whether a partner is in the wings like Germanys BMW   httptcoXG5hVG1h9O,28
13153,2015-09-22,Check out new animated emoji in watchOS 2 httptcoxQXuHfRILP iDownloadBlog AAPL httptco1k873AntjK,28
13154,2015-09-22,AAPL assumes Buy rating at Goldman Sachs PT 163,28
13155,2015-09-22,Think Like A Buyer P T TWC AAPL CHTR GOOG GOOGL Also CMCSA CMCSK httptcoICbLZXyFgn httptco6GtxeYO85j,28
13156,2015-09-22,RT LNPServices iOSs infected applist continues to grow says Lookout  httptcojl9xGbnPs0  AAPL Security Tech httptco2KT,28
13157,2015-09-22,AAPL DISCHINO Down buck 85opps DISCHINO httptcoGl9iC36ZsS,28
13158,2015-09-22,RT theflynews On The Fly Top stock stories for Monday ABBV GILD IBB AAPL TSLA VLKAY ATML SWAY P GPRO SNE MNK A httpt,28
13159,2015-09-22,NAYAKONE AAPL Apple iPhone 6s reviews roll in httptco6cPw8G7j0o,28
13160,2015-09-22,RT Jake132013 AMD Advanced Micro Devices Inc Market CaphttptcoVjkJj1fqaHAMD GAF AAPL LQMT AMD pennystocks pennystocks,28
13161,2015-09-22,AAPL car 2019 Too much httptcoRUk0bbTNIT,28
13162,2015-09-22,RT MatthewMcCall The 500 point drop in Dow futures AAPL near 100 and the panic I am feeling around me suggests we have capitulation t,28
13163,2015-09-22,httptcoOdt26Umcue lt timothy sykes guide to the best pennystock brokers Must see free video CASY AKRX AAPL OCUL RGA,28
13164,2015-09-22,Amazon Finding A Fit In Hardware httptcoGXxb5mVGat AAPL APPLE BABA BBY EBAY AMZN,28
13165,2015-09-22,RT FactSet AAPL spent highest amount on buybacks in the SPX during the past 12 months httptcoNVvynOa1jI httptco5YjJzZM3Po,28
13166,2015-09-22,AppleCar May Wait Based On Tesla TrackRecord httptcofQIUz1owWk IBDNews via IBDinvestors  AAPL TSLA GOOGL,28
13167,2015-09-22,Apple Gets Bullish Call Nike Upgraded Amgen Cut AAPL httptcoVcw2nDk0jG,28
13168,2015-09-22,Apple iPhone6S preorders sell out ahead of launch  httptco5VplKhQDV5  AAPL httptcoh09t84EO33,28
13169,2015-09-22,AAPLUS Apple Said to Accelerate Efforts to Build Electric Car WSJ,28
13170,2015-09-22,Free Video 30minute Market Update httptco2MCk1bNuUG trading startups stock AAPL money investor angel,28
13171,2015-09-22,Cant believe AAPL is back above 11411473 Who cares about an electric car whoopsie,28
13172,2015-09-22,AAPL Took profits on puts here Will look to reenter,28
13173,2015-09-22,Intel Never Said It Cannot Compete With The iPhone httptcobeGw60hpOY AAPL MSFT QCOM INTC,28
13174,2015-09-22,Make money trading NASDAQ and NYSE stock options with  httptcoupr13orO1q  AAPL FB MON GE FIT httptco1na0nk2iAz,28
13175,2015-09-23,RT jbooton Apple will soon have more people working on cars than Tesla had worldwide at the time of its IPO httptcoB2WBDCUGKK AAPL,28
13176,2015-09-23,RT PookisMahi Teslas Apple Problem httptco8ri7Od9497 AAPL TSLA,28
13177,2015-09-23,RT QPAAPL AAPL News Apple Will Not Buy GoPro AAPL APPLE GPRO httptcoqxYlyw78ID  Analyze httpstcoyxMhinhubz,28
13178,2015-09-23,AAPL 1min BARR not yet confirmed httptcoyalFxTpFMo,28
13179,2015-09-23,AAPL Apple Incamp39s Electric Car  All the Rumors We Know httptco4PKCoFLIOR,28
13180,2015-09-23,RT satishkumar21 FCX back under 10 We have a MASSIVE flush coming for the whole market SPY AAPL GPRO GOOGL etc httptco6Gtxe,28
13181,2015-09-23,AAPL MET UTX MS CCE CAM MSIFed delay could spur more debt issues to fund share buybackshttptcoTgrNmlNdH8,28
13182,2015-09-23,RT DennyT14 XBI SPDR SampP Biotech Index ETF EOD DatahttptcoYBYszKO7ASXBI HGUTO AAPL NFLX XBI stoc httptcoXG5hVFJGig,28
13183,2015-09-23,The Apple Watch Sport Design Mark is now a Registered Trademark httptcoZQegDURpjb PatentlyApple AAPL,28
13184,2015-09-23,SPY Bull Rush 113012pmUSDJPY FB GOOGL AMZN NFLX DPZ AAPL CSCO SBUX YELP CLB BAC BA USO GOOG TM httptco6GtxeYO85j,28
13185,2015-09-23,4 Hottest US Stocks Alert Apple Inc NASDAQAAPL BorgWarner Inc NYSEBWA httptcoxGp1ZRcZIx AAPL,28
13186,2015-09-23,Sign up for our free trial and tell us what you think Trade GOOGL AAPL CMI GS fully automated  httptco6GtxeYO85j,28
13187,2015-09-23,AAPL Apple CEO Cook others meet with Chinese President Xi today httptcoQGlvJ2vcKJ MaximumPenny,28
13188,2015-09-23,AAPL Daily chart in no mans land 14 rsi 48 staying on side line for confirmation httptcohihIfZaSur,28
13189,2015-09-23,AAPL GOOGL SSNLFCoin 20 finally makes good on companys promisehttptcolil2BmOJ4P httptcoXG5hVG1h9O,28
13190,2015-09-23,AAPL3 Cybersecurity Stock Picks on Apple BreachhttptcoUgKuofr9bh,28
13191,2015-09-23,BTW  We are short AAPL,28
13192,2015-09-23,AVXL Anavex Life Sciences Corp Last PricehttptcoE4ldoGd1E3AVXL AAPL XIV XOP AVXL share nasdaq,28
13193,2015-09-23,KMI Kinder Morgan Inc FilingshttptcooKdXGp6LiyKMI AAPL VLKAY BAC KMI investing stockmarketLEI Lucas Energy Inc Change,28
13194,2015-09-23,Apple iPhone 6s reviews roll in AAPL httptcoHQ6a7Ea0oa,28
13195,2015-09-23,Commented on Lessons From Earnings Plays httptcoNsNJqF7HQ7 AAPL AMZN BIDU GMCR,28
13196,2015-09-23,AAPL GOOGL GOOG Is Google Play Googles door to china httptcotKG0hDBEFO httptcoTTucR0pMpt,28
13197,2015-09-23,Apple hack exposes flaws in building apps behind Great Firewall AAPL httptcoXdNdWTXVAs,28
13198,2015-09-23,RT DayTradersGroup Central Bank Liquidity Injections Effect Dissipating SPY SPX QQQ IWM TLT VIX AAPL FB  NFLX DayTradersGroup h,28
13199,2015-09-23,BollingShane own it dont trade it lol AAPL,28
13200,2015-09-23,SPY AAPL 583 stocks appeared death cross 20150923 more info please check httptcoQUoNyStxpu,28
13201,2015-09-23,RT FibLine AAPL chart httpstco19n2rCf61A via httptco89ULgNlomD scalp in progress Median Line runne httptcoXG5hVFJGig,28
13202,2015-09-23,gtgt New 100k Options Challenge Starts Soon ltlthttptco77oEAeCMoASPY QQQ DIA IWM TSLA AAPL FB TWTR B httptcoXG5hVG1h9O,28
13203,2015-09-23,AdamSinger Agreed on TV Im sure u r starting to blog on content mkt and AAPL blocking ads Sounds disruptive an httptcoXG5hVFJGig,28
13204,2015-09-23,RT MobilePotpurri How Apple benefits from pushing adblocking on iOS9  AAPL iOS httpstcoyEj3kECVig,28
13205,2015-09-23,Chinese President Xi Jinping Meets With US CEOs AAPL httptcoKHfKe4BGLY httptcoXG5hVG1h9O,28
13206,2015-09-23,RT MsPutOptions Thanks AAPL SPY as usual and LNKD 36K today its gonna get real ugly Friday low premiums  httptcoXG5hVFJGig,28
13207,2015-09-24,Saluting the other great NorCal Tech Cos including AAPL GOOG TSLA CRM FB INTC TWTR ADBE ADSK CSCO NFLX EBAY DNA HPQ ORCL,28
13208,2015-09-24,RT canuck2usa AAPL outside day up soon,28
13209,2015-09-24,AAPL somebody is getting seriously burned this amazing My percentage is nice right now,28
13210,2015-09-24,XOM Exxon Mobil Corp Stock Forumhttptcod8p8pVHFOvXOM ARIA SPXS AAPL XOM finance finance,28
13211,2015-09-24,AAPL Top news  Sep 24th 2015 AAPL httptcoPw0NGsHv1v,28
13212,2015-09-24,Take a Class for the SampP 500 Futures and get 1years trading signals FREE ONLY  httptcowDPNrL4KZH AAPL SPY EURUSD,28
13213,2015-09-24,AAPL Apple Inc Message Board Postshttptcolrrjkiu2OfAAPL DB HODTO CXRTO AAPL pennystocks financeABMD ABIOMED Inc,28
13214,2015-09-24,Will Apple AAPL Stock Be Revved by a 55000 Car httptco4X5sfFEZRZ,28
13215,2015-09-24,AAPL had 41 million shares traded in the last 30 seconds about 10 of the entire day,28
13216,2015-09-24,RT MobilePotpurri Weekend read long  How Apple built 3DTouch  httpstcoGbBNDDm4rD AAPL iPhone6s iPh httptcoXG5hVFJGig,28
13217,2015-09-24,Trading PNC GOOGL AAPL or SYK manually is challenging Automate your trading today httptcoXCbp8Vla0w  httptco6GtxeYO85j,28
13218,2015-09-24,TLT AMZN AAPL FB The CAT Is Out of The Bag  Update from Option Millionaires  Stock Options Chatroom Late in  httptcoUSaBc9Sm7H,28
13219,2015-09-24,RT PolgarStocks TWTR Stock Price Updated Wednesday September 23 2015 120717 PM VB CAT AAPL SAN  httptcoRBfA8LcTJ0,28
13220,2015-09-24,RT amigobulls TGT FIT AAPL Target deal send Fitbit stock soaring Amigobulls httptcongjWsLhypZ  httptcoXG5hVFJGig,28
13221,2015-09-24,Investing In Biotech Tekla CEFs Or IBB httptcoZ4HIrVgsPh httptcoJlYeulNmT2 stocks trading investing FB AAPL,28
13222,2015-09-24,DHI DR Horton Inc EOD DatahttptconrntlhXqLoDHI AAPL SKX IBM DHI stockmarket stockmarket httptcoXG5hVFJGig,28
13223,2015-09-24,Apple Disable The 099 Crystal Ad Block Safari Extension AAPL Apple httptcofHbWD21ouk httptcoXG5hVFJGig,28
13224,2015-09-24,Its that time of the year again AAPL iphone httptcooB1Lb0Fv6P,28
13225,2015-09-24,SPECIAL 25month Twitter Rate  httptcoeoehPDnrCsLNKD PCLN BIDU GOOGL GOOG NFLX AAPL AMZN BAC  httptco6GtxeYO85j,28
13226,2015-09-24,FB GOOGL AMZN AAPL These intraday support levels with rising SPY sentiment worked out perfect for bounce play httptcoIFXe4VLiF2,28
13227,2015-09-24,Lev upgraded AAPL to STRONG BUY on 82515 and it rose 764 6 people agreed with this tip httpstcocOYjdSPX9L,28
13228,2015-09-24,Will The Major Malware Attack On The App Store Weigh Down Apple Stock AAPL httptcoBMVSoyJPR8 httptcoXG5hVFJGig,28
13229,2015-09-24,AAPLPebble has a new face and a new pitch Im not an Apple WatchhttptcoA3ThmLuXdx,28
13230,2015-09-24,OphirGottlieb bob71 Chinas middle class is exploding Dont worry about AAPL or DIS httptco4WkAZRfMbW,28
13231,2015-09-24,RT bosocial SentiQuant toptickertweets SPY AAPL FB CNAT ARWR FinTech trading httptcoi0eU4qD2XW 20 httptcoQKIsYOIrkx,28
13232,2015-09-24,AAPL Apple Inc Charthttptco51tTusYfIhAAPL XLE PFE UNP AAPL nasdaq nasdaq,28
13233,2015-09-24,RT EliLanger The iPhone makes up 75 of AAPLs earnings Apple the most valuable company in the world runs on  httptcoXG5hVFJGig,28
13234,2015-09-24,AAPL That 11333And an ugly daily,28
13235,2015-09-24,Oculus cuts price of Gear VR headset AAPL httptcoCGPzWq0y5N,28
13236,2015-09-24,Final del da jueves 24 de septiembre 2015Objetivos diarios cumplidos con las acciones TWTR MU AAPL SUNE httptco0hq4CqjGZT,28
13237,2015-09-24,AAPL Apple AAPL Well Positioned to Disrupt Car Industry  Jefferies httptcoWVNNlZFKkG,28
13238,2015-09-25,PIR Pier 1 Imports Inc SummaryhttptcoAdoojb8HilPIR XLF AAPL SEAC PIR tradeideas stock,28
13239,2015-09-25,RT theflynews Stocks end week lower as biotechs sink Volkswagen crashes VLKAY NKE CAT ABBV GILD GPRO AAPL SNE GRPN httpt,28
13240,2015-09-25,Apple Watch Could Save Your Life  httptcoQ7wGBbUmxX  AAPL httptcoDA9xLZfi7X,28
13241,2015-09-25,TWTR needs an activist investor or needs to be brought under the umbrella of a more sound mgmt team GOOGL AAPL httptco6GtxeYO85j,28
13242,2015-09-25,Apple Inc Reiterated Rating by Rosenblatt Securities Ranked 264th to Buy with 140 PT AAPL AAPL httptcodOqkeQzO7F,28
13243,2015-09-25,Apple Stock Rating Reaffirmed by Rosenblatt Securities AAPL httptcoAVJeZQCtNw,28
13244,2015-09-25,Access curated tweets high relevancy less spam  US Tech Giants httptco5QuR4t5CgU AAPL GOOGL MSFT FB  httptcoRBfA8LcTJ0,28
13245,2015-09-25,AAPL 11549 possible support area with 11522 possible lower gap closure I am still bullish everyone likes those freakin iphones,28
13246,2015-09-25, 210 235EURUSD112  EURGBP074AAPL 1147 025  GOOGL 6401 225NASDAQ 468650101  httptcoXG5hVFJGig,28
13247,2015-09-25,4 reasons to get bullish on Apple AAPL TimCook httptcoS6DviHMrfm httptcoEd031a4W9r httptco9KHBqsgxys,28
13248,2015-09-25,APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl Trading httptcovPUqV0LDOz,28
13249,2015-09-25,Why access a ticker when you could acesss a group of tickers  US Tech Giants httptcoxMtcobqnBi AAPL GOOG httptco6GtxeYO85j,28
13250,2015-09-25,AAPL NOT the cash king When looking just at shortterm securities MSFT has lead Apple just No 6 httptcogZTij7vTWh,28
13251,2015-09-25,AAPL Apple Inc Day HighhttptcoOyH3aQt8kzAAPL HTGC SYN EXEL AAPL pennystocks nasdaq,28
13252,2015-09-25,Apple Inc AAPL Ad Block Scatters Retail Buying Attempts,28
13253,2015-09-25,Good News  My old mophie case fits my new AAPL iPhone 6S,28
13254,2015-09-25,RT DayTradersGroup A close below 193 will leave the SampP 500 in a precarious position SPY SPX AAPL QQQ EEM FXI FB AMZN USO GLD ,28
13255,2015-09-25,GOOG Google Inc  Class C TickhttptcoaFBYbJiCRkGOOG DIA AAPL DUST GOOG nasdaq invest,28
13256,2015-09-25,RT TDANSherrod You can often find a companys exposure to China in the 10Qs Hit ltControl Fgt and search for China Example AAPL http,28
13257,2015-09-25,OphirGottlieb people in China are still buying lots of NKE products and I think the same will be true for AAPL iPhones You agree,28
13258,2015-09-25,AAPL Will the Apple watch lead to profit margin contractions in the short term Amigobulls httptcobJ0z8pWxvh,28
13259,2015-09-25,Apple Rating Reiterated by SampP Equity Research AAPL httptcoZlMlImbkli acn,28
13260,2015-09-25,Gain from movement in these buzzing assets AAPL DJIA FB TWTR USDCAD httptcoBwUKleVKz9 httptco8yEsFIHg2x,28
13261,2015-09-25,Cierre Stocks Major News AAPL 024 GOOG 221 NKE 889 NFLX 151 BBRY 768 AMZN 178,28
13262,2015-09-25,RT WrigleyTom Early movers BBRY FINL SPLS GOOGL AAPLPYPL BOX MMM ODP KO BIGINTC NKE PIR BBBY  httptco6GtxeYO85j,28
13263,2015-09-25,4 people sitting outside my verizon store this morning at about 640am  AAPL,28
13264,2015-09-25,What You Need to Know About Apples iPhone 6s Release AAPL httptcoE20qZBZZP2,28
13265,2015-09-25,RT Stockology101 iPhone 6s hits stores amid Apple growth questions  httptcoO5DjZsWkb4 AAPL GOOG PCLN K,28
13266,2015-09-25,GOOGL MSFT AAPLRegulatory Scrutiny Threatens Googles Global Android Dominationhttptco5d4JHAPRQ2,28
13267,2015-09-25,bondmath IT should be so easy but AAPL doesnt care they just get to sell another iPhone,28
13268,2015-09-25,RT tradewithjoe SPECIAL 25month Twitter Rate  httptcoJ1xwgbmglcLNKD PCLN BIDU GOOGL GOOG NFLX AAPL AMZN BAC FIT SHAK,28
13269,2015-09-25,AAPL Apple Inc Stock Message BoardhttptcoQKd8yNNjKdAAPL GOOG AA PMCB AAPL investing finance,28
13270,2015-09-25,RT YahooFinance Apple iPhone sales will break all records this weekend Foursquare COO AAPL httptcobb1ZVfjA4G,28
13271,2015-09-25,EEM IBB CRAK AAPLYour first look for Monday September 28httptcox5iYlrhdja,28
13272,2015-09-25,FXE Currency Shares Euro Trust PE RatiohttptcoHYwlXCi2MlFXE FV JNK AAPL FXE invest invest,28
